,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,target
16,0.07244,60,1.69,0,0.41100000000000003,5.8839999999999995,18.5,10.7103,4,411,18.3,392.33,7.79,26.490847441718508
17,0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.5,32.05948208311602
18,0.04301,80,1.91,0,0.413,5.662999999999999,21.9,10.5857,4,334,22.0,382.8,8.05,25.50885044209378
19,0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,376.04,5.57,26.416683372442062
20,8.98296,0,18.1,1,0.77,6.212000000000001,97.4,2.1222,24,666,20.2,377.73,17.6,25.76754982851811
21,3.8497,0,18.1,1,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27,25.76756237371716
22,5.20177,0,18.1,1,0.77,6.127000000000001,83.4,2.7227,24,666,20.2,395.43,11.48,25.76754900683471
23,4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,25.76759689979427
24,4.541919999999999,0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79,25.767577507823848
25,3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,25.767611107118352
26,3.6782199999999996,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,25.7676289903257
27,4.22239,0,18.1,1,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64,25.767543991784656
28,3.4742800000000003,0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29,25.767614434126514
29,4.55587,0,18.1,0,0.718,3.5610000000000004,87.9,1.6132,24,666,20.2,354.7,7.12,25.767557202463163
30,3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14.0,25.767602322711436
31,13.5222,0,18.1,0,0.631,3.863,100.0,1.5106,24,666,20.2,131.42,13.33,25.76754973971205
32,4.898219999999999,0,18.1,0,0.631,4.97,100.0,1.3325,24,666,20.2,375.52,3.26,25.7675720261449
33,5.669980000000001,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73,25.7675539521601
34,6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96,25.76755085831332
35,9.2323,0,18.1,0,0.631,6.216,100.0,1.1691,24,666,20.2,366.15,9.53,25.76754983547966
36,8.26725,0,18.1,1,0.6679999999999999,5.875,89.6,1.1296,24,666,20.2,347.88,8.88,25.767549795785477
37,11.1081,0,18.1,0,0.6679999999999999,4.906000000000001,100.0,1.1742,24,666,20.2,396.9,34.77,25.76754974389334
38,18.4982,0,18.1,0,0.6679999999999999,4.138,100.0,1.137,24,666,20.2,396.9,37.97,25.767549739712024
39,19.6091,0,18.1,0,0.6709999999999999,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,25.767549739712024
40,15.288,0,18.1,0,0.6709999999999999,6.649,93.3,1.3449,24,666,20.2,363.02,23.24,25.767549739712027
41,9.82349,0,18.1,0,0.6709999999999999,6.794,98.8,1.358,24,666,20.2,396.9,21.24,25.767549803977527
42,23.6482,0,18.1,0,0.6709999999999999,6.38,96.2,1.3861,24,666,20.2,396.9,23.69,25.767549739712024
43,17.8667,0,18.1,0,0.6709999999999999,6.223,100.0,1.3861,24,666,20.2,393.74,21.78,25.767549739712024
44,88.9762,0,18.1,0,0.6709999999999999,6.968,91.9,1.4165,24,666,20.2,396.9,17.21,25.767549739712024
45,15.8744,0,18.1,0,0.6709999999999999,6.545,99.1,1.5192,24,666,20.2,396.9,21.08,25.767549739712024
46,9.18702,0,18.1,0,0.7,5.5360000000000005,100.0,1.5804,24,666,20.2,396.9,23.6,25.767550052959077
47,7.9924800000000005,0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56,25.767551484288127
48,20.0849,0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63,25.767549739712024
49,16.8118,0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81,25.767549739712024
50,24.3938,0,18.1,0,0.7,4.652,100.0,1.4672,24,666,20.2,396.9,28.28,25.767549739712024
51,22.5971,0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99,25.767549739712024
52,14.3337,0,18.1,0,0.7,4.88,100.0,1.5895,24,666,20.2,372.92,30.62,25.767549739712244
53,8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,25.767551078873243
54,6.96215,0,18.1,0,0.7,5.712999999999999,97.0,1.9265,24,666,20.2,394.43,17.11,25.767553158783272
55,5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,25.767559475303873
56,11.5779,0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,396.9,25.68,25.767549741314248
57,8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17,25.767550229389588
58,13.3598,0,18.1,0,0.693,5.8870000000000005,94.7,1.7821,24,666,20.2,396.9,16.35,25.767549739717904
59,8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12,25.7675501871241
60,5.87205,0,18.1,0,0.693,6.405,96.0,1.6768,24,666,20.2,396.9,19.37,25.767555854473954
61,7.67202,0,18.1,0,0.693,5.747000000000001,98.9,1.6334,24,666,20.2,393.1,19.92,25.76755187685846
62,38.3518,0,18.1,0,0.693,5.452999999999999,100.0,1.4896,24,666,20.2,396.9,30.59,25.767549739712024
63,9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97,25.767549801242318
64,25.0461,0,18.1,0,0.693,5.987,100.0,1.5888,24,666,20.2,396.9,26.77,25.767549739712024
65,14.2362,0,18.1,0,0.693,6.343,100.0,1.5741,24,666,20.2,396.9,20.32,25.767549739712308
66,9.59571,0,18.1,0,0.693,6.404,100.0,1.639,24,666,20.2,376.11,20.31,25.767549854850376
67,24.8017,0,18.1,0,0.693,5.349,96.0,1.7028,24,666,20.2,396.9,19.77,25.767549739712024
68,41.5292,0,18.1,0,0.693,5.531000000000001,85.4,1.6074,24,666,20.2,329.46,27.38,25.767549739712024
69,67.9208,0,18.1,0,0.693,5.683,100.0,1.4254,24,666,20.2,384.97,22.98,25.767549739712024
70,20.7162,0,18.1,0,0.659,4.138,100.0,1.1781,24,666,20.2,370.22,23.34,25.767549739712024
71,11.9511,0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,12.13,25.767549739982666
72,7.40389,0,18.1,0,0.597,5.617000000000001,97.9,1.4547,24,666,20.2,314.64,26.4,25.76755104821337
73,14.4383,0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78,25.76754973971203
74,51.1358,0,18.1,0,0.597,5.757000000000001,100.0,1.413,24,666,20.2,2.6,10.11,25.767549739712024
75,14.0507,0,18.1,0,0.597,6.657,100.0,1.5275,24,666,20.2,35.05,21.22,25.767549739712017
76,18.811,0,18.1,0,0.597,4.628,100.0,1.5539,24,666,20.2,28.79,34.37,25.767549739712024
77,28.6558,0,18.1,0,0.597,5.155,100.0,1.5894,24,666,20.2,210.97,20.08,25.767549739712024
78,45.7461,0,18.1,0,0.693,4.519,100.0,1.6582,24,666,20.2,88.27,36.98,25.767549739712024
79,18.0846,0,18.1,0,0.679,6.434,100.0,1.8347,24,666,20.2,27.25,29.05,25.767549739712024
80,10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79,25.767549739409716
81,25.9406,0,18.1,0,0.679,5.303999999999999,89.1,1.6475,24,666,20.2,127.36,26.64,25.767549739712024
82,73.5341,0,18.1,0,0.679,5.957000000000001,100.0,1.8026,24,666,20.2,16.45,20.62,25.767549739712024
83,11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,25.76754973968819
84,11.0874,0,18.1,0,0.718,6.4110000000000005,100.0,1.8589,24,666,20.2,318.75,15.02,25.767549742546695
85,7.022589999999999,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,25.767551052325967
86,12.0482,0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1,25.767549739848835
87,7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29,25.767549039166497
88,8.792119999999999,0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,25.767549707476533
89,15.8603,0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39,25.767549739712024
90,12.2472,0,18.1,0,0.584,5.837000000000001,59.7,1.9976,24,666,20.2,24.65,15.69,25.767549739707675
91,37.6619,0,18.1,0,0.679,6.202000000000001,78.7,1.8629,24,666,20.2,18.82,14.52,25.767549739712024
92,7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52,25.767548887962842
93,9.33889,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08,25.767549722776963
94,8.49213,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64,25.76754964987584
95,10.0623,0,18.1,0,0.584,6.832999999999999,94.3,2.0882,24,666,20.2,81.33,19.69,25.76754973726713
96,6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03,25.767547827037156
97,5.5810699999999995,0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22,25.767541507765333
98,13.9134,0,18.1,0,0.713,6.207999999999999,95.0,2.2222,24,666,20.2,100.63,15.17,25.767549739712013
99,11.1604,0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,25.767549739585412
100,14.4208,0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05,25.76754973971202
101,15.1772,0,18.1,0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45,25.767549739712024
102,13.6781,0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,25.767549739712013
103,9.39063,0,18.1,0,0.74,5.627000000000001,93.9,1.8172,24,666,20.2,396.9,22.88,25.767549974818778
104,22.0511,0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11,25.767549739712024
105,9.72418,0,18.1,0,0.74,6.406000000000001,97.2,2.0651,24,666,20.2,385.96,19.52,25.767549839332858
106,5.66637,0,18.1,0,0.74,6.218999999999999,100.0,2.0048,24,666,20.2,395.69,16.59,25.767556128198205
107,9.96654,0,18.1,0,0.74,6.485,100.0,1.9784,24,666,20.2,386.73,18.85,25.767549798728417
108,12.8023,0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,25.767549739727368
109,10.6718,0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,25.767549739040273
110,6.288069999999999,0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79,25.767550629819336
111,9.92485,0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44,25.767549801681255
112,9.329089999999999,0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13,25.767549937724546
113,7.52601,0,18.1,0,0.713,6.417000000000001,98.3,2.185,24,666,20.2,304.21,19.31,25.767550669011836
114,6.71772,0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44,25.767548335446584
115,5.44114,0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73,25.76755410398882
116,5.09017,0,18.1,0,0.713,6.297000000000001,91.8,2.3682,24,666,20.2,385.09,17.27,25.767563291126255
117,8.24809,0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,25.76755023001117
118,9.513630000000001,0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,25.76754972991306
119,4.75237,0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13,25.767535157441614
120,4.668830000000001,0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,25.767536231508256
121,8.20058,0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94,25.76754958554897
122,7.75223,0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23,25.767550018957504
123,6.80117,0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,25.767552931507357
124,4.812130000000001,0,18.1,0,0.713,6.7010000000000005,90.0,2.5975,24,666,20.2,255.23,16.42,25.76755024941568
125,3.69311,0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65,25.767667886092365
126,6.65492,0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99,25.767552897997714
127,5.82115,0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29,25.767555066589445
128,7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,25.767550634322788
129,3.1636,0,18.1,0,0.655,5.7589999999999995,48.2,3.0665,24,666,20.2,334.4,14.13,25.76775971454562
130,3.7749800000000002,0,18.1,0,0.655,5.952000000000001,84.7,2.8715,24,666,20.2,22.01,17.15,25.767530346101342
131,4.422280000000001,0,18.1,0,0.584,6.002999999999999,94.5,2.5403,24,666,20.2,331.29,21.32,25.767582493424555
132,15.5757,0,18.1,0,0.58,5.926,71.0,2.9084,24,666,20.2,368.74,18.13,25.767549739712024
133,13.0751,0,18.1,0,0.58,5.712999999999999,56.7,2.8237,24,666,20.2,396.9,14.76,25.767549739719836
134,4.34879,0,18.1,0,0.58,6.167000000000001,84.0,3.0334,24,666,20.2,396.9,16.29,25.76762540198137
135,4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87,25.767674686664197
136,3.56868,0,18.1,0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36,25.76775314311476
137,4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66,25.767596053178874
138,8.05579,0,18.1,0,0.584,5.4270000000000005,95.4,2.4298,24,666,20.2,352.58,18.14,25.767550476271683
139,6.39312,0,18.1,0,0.584,6.162000000000001,97.4,2.206,24,666,20.2,302.76,24.1,25.767550638175813
140,4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,25.767577939696288
141,15.0234,0,18.1,0,0.614,5.303999999999999,97.3,2.1007,24,666,20.2,349.48,24.91,25.767549739712035
142,10.232999999999999,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,25.767549763947336
143,14.3337,0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,383.32,13.11,25.767549739712138
144,5.8240099999999995,0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666,20.2,396.9,10.74,25.767558841125606
145,5.7081800000000005,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,25.7675587917296
146,5.73116,0,18.1,0,0.532,7.061,77.0,3.4106,24,666,20.2,395.28,7.01,25.76755704636493
147,2.81838,0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666,20.2,392.92,10.42,25.767926657385516
148,2.37857,0,18.1,0,0.583,5.871,41.9,3.7239999999999998,24,666,20.2,370.73,13.34,25.767992827904713
149,3.6736699999999995,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,25.76774188051306
150,5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,25.767559717467194
151,4.8356699999999995,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,25.76759359534134
152,0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06,21.633293888372968
153,0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97,22.14159748431481
154,0.20745999999999998,0,27.74,0,0.609,5.093,98.0,1.8226,4,711,20.1,318.43,29.68,22.80017234635488
155,0.10574000000000001,0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,21.551556930331007
156,0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35,22.226131968853483
157,0.17331,0,9.69,0,0.585,5.707000000000001,54.0,2.3817,6,391,19.2,396.9,12.01,20.986195411233332
158,0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,22.984683619357458
159,0.17899,0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6,22.034710050683273
160,0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14,20.78061473117797
161,0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,20.57386093175696
162,0.23911999999999997,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,21.996855506316347
163,0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,20.14524308648291
164,0.22438000000000002,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,20.838247213970423
165,0.06262999999999999,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67,19.281808367077865
166,0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21.0,396.9,9.08,16.796243651482346
167,0.06076,0,11.93,0,0.573,6.976,91.0,2.1675,1,273,21.0,396.9,5.64,19.75797992280704
168,0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21.0,393.45,6.48,19.04362365045503
169,0.04741,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21.0,396.9,7.88,16.436913468598743
